2015/01/15 00:00:00 1.755000e-06
2015/02/15 00:00:00 1.911000e-06
2015/03/15 00:00:00 2.320500e-06
2015/04/15 00:00:00 2.944500e-06
2015/05/15 00:00:00 2.866500e-06
2015/06/15 00:00:00 2.223000e-06
2015/07/15 00:00:00 1.618500e-06
2015/08/15 00:00:00 1.462500e-06
2015/09/15 00:00:00 1.443000e-06
2015/10/15 00:00:00 1.462500e-06
2015/11/15 00:00:00 1.618500e-06
2015/12/15 00:00:00 1.755000e-06
2016/01/15 00:00:00 1.755000e-06
2016/02/15 00:00:00 1.911000e-06
2016/03/15 00:00:00 2.320500e-06
2016/04/15 00:00:00 2.944500e-06
2016/05/15 00:00:00 2.866500e-06
2016/06/15 00:00:00 2.223000e-06
2016/07/15 00:00:00 1.618500e-06
2016/08/15 00:00:00 1.462500e-06
2016/09/15 00:00:00 1.443000e-06
2016/10/15 00:00:00 1.462500e-06
2016/11/15 00:00:00 1.618500e-06
2016/12/15 00:00:00 1.755000e-06
2017/01/15 00:00:00 1.755000e-06
2017/02/15 00:00:00 1.911000e-06
2017/03/15 00:00:00 2.320500e-06
2017/04/15 00:00:00 2.944500e-06
2017/05/15 00:00:00 2.866500e-06
2017/06/15 00:00:00 2.223000e-06
2017/07/15 00:00:00 1.618500e-06
2017/08/15 00:00:00 1.462500e-06
2017/09/15 00:00:00 1.443000e-06
2017/10/15 00:00:00 1.462500e-06
2017/11/15 00:00:00 1.618500e-06
2017/12/15 00:00:00 1.755000e-06
2018/01/15 00:00:00 1.755000e-06
2018/02/15 00:00:00 1.911000e-06
2018/03/15 00:00:00 2.320500e-06
2018/04/15 00:00:00 2.944500e-06
2018/05/15 00:00:00 2.866500e-06
2018/06/15 00:00:00 2.223000e-06
2018/07/15 00:00:00 1.618500e-06
2018/08/15 00:00:00 1.462500e-06
2018/09/15 00:00:00 1.443000e-06
2018/10/15 00:00:00 1.462500e-06
2018/11/15 00:00:00 1.618500e-06
2018/12/15 00:00:00 1.755000e-06
2019/01/15 00:00:00 1.755000e-06
2019/02/15 00:00:00 1.911000e-06
2019/03/15 00:00:00 2.320500e-06
2019/04/15 00:00:00 2.944500e-06
2019/05/15 00:00:00 2.866500e-06
2019/06/15 00:00:00 2.223000e-06
2019/07/15 00:00:00 1.618500e-06
2019/08/15 00:00:00 1.462500e-06
2019/09/15 00:00:00 1.443000e-06
2019/10/15 00:00:00 1.462500e-06
2019/11/15 00:00:00 1.618500e-06
2019/12/15 00:00:00 1.755000e-06
2020/01/15 00:00:00 1.755000e-06
2020/02/15 00:00:00 1.911000e-06
2020/03/15 00:00:00 2.320500e-06
2020/04/15 00:00:00 2.944500e-06
2020/05/15 00:00:00 2.866500e-06
2020/06/15 00:00:00 2.223000e-06
2020/07/15 00:00:00 1.618500e-06
2020/08/15 00:00:00 1.462500e-06
2020/09/15 00:00:00 1.443000e-06
2020/10/15 00:00:00 1.462500e-06
2020/11/15 00:00:00 1.618500e-06
2020/12/15 00:00:00 1.755000e-06
2021/01/15 00:00:00 1.755000e-06
2021/02/15 00:00:00 1.911000e-06
2021/03/15 00:00:00 2.320500e-06
2021/04/15 00:00:00 2.944500e-06
2021/05/15 00:00:00 2.866500e-06
2021/06/15 00:00:00 2.223000e-06
2021/07/15 00:00:00 1.618500e-06
2021/08/15 00:00:00 1.462500e-06
2021/09/15 00:00:00 1.443000e-06
2021/10/15 00:00:00 1.462500e-06
2021/11/15 00:00:00 1.618500e-06
2021/12/15 00:00:00 1.755000e-06
